nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas,Motivo
,23511340,,honaca@wass.ceele,honaca,hoYQOK7Zubl7xq3,,1759,,"Salida con Familia",,2025-04-30,370000,5,"Campo vacio"
"Homero Nava Casas",23511340,6,honaca@@wass.com,honaca,hoYQOK7Zubl7xq3,"+56 2 8441 6309",1759,61989,"Salida con Familia",600965,2025-04-25,950000,5,"Mail Invalido!"
"Mónica Espinoza Barraza",20488329,7,MOInicabarraza@outluc.ceele,Mónicabarraza,hsH1wGXutV1pZ,"+56 2 4985 1489",9682,64024,Aniversario,600970,2025-07-19,-12000,1,"Mail Invalido!"
,22233878,6,Marianacorona@viajesanma.com,,vOOlDsJ0l9UE,,6025,62282,,600975,2025/01/18,,4,"Campo vacio"
"Leticia Acuña Arce",18.455.109,8,Leticiaarce@edubus.ceele,Leticiaarce,6lSUL7On8jF,"+56 9 7924 6926",7160,62517,"Cena de Trabajo",600981,2025/04/12,-936000,2,"Mail Invalido!"
,25258047,6,rosa7826@marmol.com,rojaro,,"+56 2 6911 7832",,63207,,,2025-06-26,-1036000,7,"Campo vacio"
"Julio Aponte Badillo",13672956,0,juapba@marmol.ceele,juapba,PXNV9vNr3,"+56 9 6298 9607",4271,67242,Aniversario,601048,2026-05-26,1760000,4,"Mail Invalido!"
"Sr. Ana Luisa Fajardo Llamas",,,,Sr.llamas,p6KQKYuaSW0FL6D,"+56 9 3106 5518",,72112,Vacaciones,601080,,-3040000,8,"Campo vacio"
"Mateo Rincón Ulloa",8.492.726,0,Mateoulloa@edubus.ceele,mariul,CMCzBSOf4ru9,"+56 2 1753 8399",5444,64719,"Salida con Familia",601082,2026-02-27,1638000,9,"Mail Invalido!"
"Nicolás Prado Mota",22.812.128,2,NicolOesmota@edubus.ceele,Nicolásmota,k31KcIfpTJdR4U,"+56 2 4059 4515",5638,65437,"Cena de Trabajo",601108,2025/05/01,590000,2,"Mail Invalido!"
"Nicolás Prado Mota",22812128,2,NicolOesmota@@edubus.cal,Nicolásmota,k31KcIfpTJdR4U,"+56 2 4059 4515",5638,65437,"Cena de Trabajo",601109,2025-03-07,586000,2,"Mail Invalido!"
"Enrique Ledesma Santiago",7072777,3,enrique6723@viajesanma.ceele,enlesa,qAfr1IURpQOZuM,"+56 2 9247 0811",7612,69301,"Salida con Amigos",601110,2026/02/19,321000,1,"Mail Invalido!"
,,1,horacio2119@tourket.com,hovaza,,"+56 9 1883 1357",3831,,"Salida con Amigos",601145,2025-02-28,528000,,"Campo vacio"
"Alfredo Guerra Mendoza",13878220,4,,alfredo1861,X9cUUdHDzLnkamR,,,,"Salida con Familia",601200,,552000,8,"Campo vacio"
"Julia Grijalva Vera",3916545,7,jugrve@@wass.com,Juliavera,ccZQrAaIS7n,+56-2-8775-8123,363,66540,Vacaciones,601205,2025-01-19,524000,4,"Mail Invalido!"
"Julia Grijalva Vera",3916545,7,jugrve@wass.ceele,Juliavera,ccZQrAaIS7n,"+56 2 8775 8123",363,66540,Vacaciones,601208,2025-01-15,276000,4,"Mail Invalido!"
"Sta. Julio Ceballos Orta",,6,sta.3610@outluc.com,Sta.orta,,"+56 9 7338 9203",2035,,Aniversario,,2025-08-13,,3,"Campo vacio"
"Joaquín Escobar Valadez",607980,6,joaquOAn7545@wass.ceele,joesva,B1qCFqGclFHLOQ6,"+56 9 3830 3008",9009,64083,"Cena de Trabajo",601220,2025-04-11,191000,1,"Mail Invalido!"
"Graciela Nieto Espinoza",13970082,,grnies@marmol.ceele,Gracielaespinoza,MxBDykj66TyP,,,70300,,,2025-11-22,2520000,9,"Campo vacio"
,,1,,Gracielaespinoza,MxBDykj66TyP,,186,70300,Aniversario,601240,2025/11/07,,9,"Campo vacio"
"Guillermo Ordóñez Rentería",,,guorre@@edubus.cal,guorre,REzkxJUAGM0bl,,1612,69271,Aniversario,,2025-11-17,,3,"Campo vacio"
,17.989.913,,Miguelarmas@@outluc.com,miguel7276,70PManGiYigCIgbi,,7628,70155,Vacaciones,601246,,1864000,,"Campo vacio"
"Ana Luisa Pacheco Vergara",9047987,3,Anavergara@@viajesanma.com,Anavergara,67NABbP5CPGsB,"+56 9 5527 9353",3561,70199,"Cena de Trabajo",601257,2025-02-09,518000,2,"Mail Invalido!"
"Inés Aranda Arellano",298005,3,InOosarellano@viajesanma.ceele,inés5033,a55lLG75,"+56 2 7750 8291",2566,65225,"Cena de Trabajo",601272,2025-10-18,716000,4,"Mail Invalido!"
"Josefina Crespo Estrada",29429097,4,josefina6595@marmol.ceele,jocres,g3n6HORHVM665,"+56 9 2198 9832",2433,71187,"Salida con Familia",601318,2025-10-04,909000,9,"Mail Invalido!"
"Sergio Hinojosa Meza",25.502.804,9,Sergiomeza@edubus.ceele,sergio9092,Xc5MZCbcxO78l8u0,"+56 2 6697 8555",1803,63830,Vacaciones,601334,2026-04-04,308000,2,"Mail Invalido!"
"Lourdes Pizarro Delgadillo",20799411,1,,lopide,50kWlIk5uKK,,,70025,"Salida con Familia",601355,,430000,,"Campo vacio"
"Lourdes Pizarro Delgadillo",20.799.411,1,lopide@@viajesanma.com,lopide,50kWlIk5uKK,+56-9-2710-0941,8550,70025,"Salida con Familia",601357,2025-01-24,2560000,10,"Mail Invalido!"
"Marta Pagan Saavedra",19.505.194,1,,,HhL7OFmlD,"+56 9 3533 6597",7512,61181,Vacaciones,,,675000,,"Campo vacio"
"Sr. Roberto Sotelo Trujillo",11.975.607,3,,Sr.trujillo,,"+56 2 9371 0162",,,"Cena de Trabajo",,2025/02/20,-455000,5,"Campo vacio"
"Sr. Roberto Sotelo Trujillo",11975607,3,srrosotr@@viajesanma.com,Sr.trujillo,5oIB2mAhfBRU,+56-2-9371-0162,8569,65574,"Cena de Trabajo",601376,2025-01-21,270000,5,"Mail Invalido!"
"Sra. Benito Segura Barela",29453953,0,sra.6037@edubus.ceele,Sra.barela,14OPP19Yhl3clWk,"+56 9 3192 0480",9837,70293,"Cena de Trabajo",601400,2025/11/11,410000,5,"Mail Invalido!"
"Sara Camarillo Meléndez",,0,,sara8069,,"+56 9 6401 9217",9619,,"Salida con Familia",,2025/02/22,-177000,3,"Campo vacio"
"Marcela Rojas Tijerina",8654611,6,marcela494@edubus.ceele,Marcelatijerina,cHi5Mkr3KUR,+56-2-9445-3399,2297,68259,Aniversario,601418,2025/09/28,2460000,10,"Mail Invalido!"
"Débora Medina Salcido",316283,4,DOoborasalcido@@outluc.com,Déborasalcido,MNS3x5EV,"+56 2 6319 7199",9640,64039,Vacaciones,601431,2025-08-18,270000,3,"Mail Invalido!"
"Raúl Escalante Márquez",23937176,0,raesmOe@@viajesanma.com,raúl4478,DItqC4199,"+56 2 4929 5074",1488,68412,Vacaciones,601455,2025-09-01,4840000,10,"Mail Invalido!"
"Daniel Villanueva Aranda",876085,3,daniel3027@outluc.ceele,daviar,UBz8W6ox,"+56 2 4572 4107",7215,66474,"Salida con Amigos",601466,2026-01-22,815000,5,"Mail Invalido!"
"Rosario Santana Reyna",17891815,0,Rosarioreyna@edubus.ceele,rosare,NVe8dTqsUdvgVXE,"+56 2 5014 3954",2001,65419,Aniversario,601477,2025-03-04,525000,7,"Mail Invalido!"
"Blanca Cuellar Mascareñas",5714754,7,blcuma@viajesanma.ceele,blcuma,Q8Ve6qerK7o9,"+56 2 5765 8269",8199,62766,Aniversario,601535,2025/01/28,679000,7,"Mail Invalido!"
"Sra. Julio César Lucero Suárez",3179233,9,Sra.suOerez@tourket.ceele,Sra.suárez,dtyrqK7APLVJvKxS,"+56 2 8011 7879",4202,63718,Vacaciones,601539,2025-05-14,3792000,8,"Mail Invalido!"
"Alfonso Gamboa Sanches",28932812,2,Alfonsosanches@edubus.ceele,algasa,MRqhC4tkvVtce,"+56 2 6416 7231",5682,69614,Aniversario,601551,2025-07-12,440000,8,"Mail Invalido!"
"Martín Cortés Tejada",386697,,,Martíntejada,lgjJXOEMrdS56CD2,"+56 9 3671 6110",7656,,,,2026-09-24,1300000,10,"Campo vacio"
"Virginia Romero Trujillo",,,virotr@@viajesanma.com,virotr,84UfJNxvVTA,,,69636,Vacaciones,601569,,180000,2,"Campo vacio"
"Sra. Elsa Varela Saiz",5.229.215,8,Sra.saiz@marmol.ceele,Sra.saiz,vbY5K28GYeUJE8E,"+56 9 8996 3712",3385,67126,"Cena de Trabajo",601617,2025-02-06,483000,7,"Mail Invalido!"
"Micaela Suárez Ocasio",5808857,9,Micaelaocasio@@viajesanma.com,misuoc,XDx633ibG,"+56 2 2586 3036",3294,67551,"Salida con Familia",601643,2025/09/18,2050000,5,"Mail Invalido!"
"Sta. Manuel Barreto Madera",21.686.847,1,sta.4474@edubus.cal,stmabama,,"+56 9 2696 4689",3173,,,,2026-02-01,394000,,"Campo vacio"
"Mónica Haro Orellana",19332399,5,mOInica8676@outluc.ceele,mónica6286,D7e2Z8TWPXOnd,"+56 9 9583 9092",6114,67399,"Salida con Amigos",601653,2025/01/22,400000,8,"Mail Invalido!"
"Roberto Ojeda Arellano",1027946,1,Robertoarellano@@wass.com,roojar,yxW0QwJM2i1I,"+56 9 5781 8172",1288,67084,Vacaciones,601660,2025-07-01,990000,10,"Mail Invalido!"
"Sra. Lucia Valdés de Anda",12738845,8,srluvadean@wass.ceele,srluvadean,z1YVv79jkUIVj,"+56 9 5668 9079",1011,67652,Vacaciones,601667,2026-02-15,-594000,6,"Mail Invalido!"
"Sra. Margarita Duran Heredia",16720064,8,sra.8173@@tourket.com,srmaduhe,Bgy1yNeJnCUoY,"+56 2 7492 7002",2270,63056,Aniversario,601698,2025-08-12,-376000,8,"Mail Invalido!"
"Sra. Margarita Duran Heredia",16720064,,sra.8173@tourket.com,srmaduhe,Bgy1yNeJnCUoY,,2270,63056,Aniversario,,,,8,"Campo vacio"
"Inés Arellano Marroquín",8670682,2,InOosmarroquOAn@marmol.ceele,inés5813,15cj1gMbs,"+56 2 7436 5043",1432,72252,"Salida con Amigos",601730,2025-02-08,950000,10,"Mail Invalido!"
,1970518,,Samuelmercado@@viajesanma.com,sapome,4zcqdXpSB0Zfzl8,,,65441,"Salida con Familia",601747,2025-02-06,1100000,,"Campo vacio"
"Ramón Regalado Tórrez",12036493,6,ramOIn1447@@tourket.com,Ramóntórrez,6JOtqQiuK7YI,"+56 2 0921 4669",8160,66522,"Cena de Trabajo",601752,2025-01-11,896000,7,"Mail Invalido!"
"Sra. Caridad Mota Díaz",13181179,9,Sra.dOAaz@outluc.ceele,Sra.díaz,QMoxWAmwPHmL1jk,"+56 2 1095 8514",4096,63907,"Cena de Trabajo",601762,2025-09-07,1830000,10,"Mail Invalido!"
"Miguel Ángel Baeza Nájera",,,MiguelnOejera@tourket.com,miánbaná,KYKeTk2yCEY,"+56 2 6537 8771",,64436,"Cena de Trabajo",,2025-03-20,,5,"Campo vacio"
"Sta. Marta Gaona Benavides",16753435,0,stmagabe@@marmol.com,stmagabe,Yu17A4Np6iNG,"+56 2 5998 7662",9999,66170,"Cena de Trabajo",601782,2025-04-21,459000,3,"Mail Invalido!"
"Eloisa Uribe Romo",4794161,0,eloisa6041@edubus.ceele,elurro,APw63zRp09GnDkR,"+56 9 6378 0314",9444,69942,"Salida con Amigos",601787,2025-01-06,448000,7,"Mail Invalido!"
"Rodrigo Ordóñez Zelaya",24800124,0,roorze@tourket.ceele,roorze,GrAxVcW4b5zB9mg,"+56 2 3978 9046",9424,62389,"Cena de Trabajo",601812,2025-07-15,1450000,10,"Mail Invalido!"
"Conchita Santacruz Altamirano",23286946,1,,,yqVqPG3vIP5,+56-2-0368-0269,,70961,,601814,2025/12/29,570000,,"Campo vacio"
"Josefina Cardona Mares",22037932,9,Josefinamares@@tourket.com,jocama,pfT4PS7AbdwWsL4,"+56 9 6084 2557",314,68686,"Salida con Amigos",601831,2025-06-15,-192000,4,"Mail Invalido!"
"María Eugenia Armenta Ávila",18365446,2,MarOAaOevila@@tourket.com,maeuaráv,utyyKiascmanI4,"+56 2 5851 4218",9342,67925,"Cena de Trabajo",601868,2025-05-05,945000,9,"Mail Invalido!"
"Jesús Rivero Anguiano",15.965.843,0,JesOUsanguiano@wass.ceele,jerian,2BTSBEjx8Jk6j4DR,"+56 9 6145 9254",875,69521,Aniversario,601895,2025-07-30,184000,2,"Mail Invalido!"
"Reina Carranza Olivo",27137015,6,recaol@wass.ceele,recaol,8wRu54OQ4xlob,"+56 9 1002 8705",7371,68342,"Salida con Familia",601908,2025-06-02,726000,6,"Mail Invalido!"
,27137015,,,recaol,8wRu54OQ4xlob,"+56 9 1002 8705",,68342,"Salida con Familia",,2025/06/05,588000,6,"Campo vacio"
"Sta. Gilberto Colón Pedroza",6201248,0,Sta.pedroza@@wass.com,stgicope,Qob59cR3X7Xv13x1,"+56 9 8206 7568",1630,71210,"Salida con Familia",601935,2025/01/03,414000,6,"Mail Invalido!"
"Sta. Alfonso Garza Escamilla",6528469,3,Sta.escamilla@edubus.ceele,sta.3189,TI0qDmyppJc1mQ,"+56 9 3246 4342",5021,65064,"Salida con Familia",601948,2025-08-01,1592000,8,"Mail Invalido!"
,,7,joojtr@edubus.cal,,c9L0V8B4tlWk,+56-2-0013-7061,,66921,Aniversario,,2025-03-04,945000,9,"Campo vacio"
"Ramón Olivera Delagarza",9032290,7,ramOIn4174@@wass.com,Ramóndelagarza,dmYcfL50dssv8HmR,"+56 2 5937 4079",4280,71027,Aniversario,601961,2025/01/26,860000,5,"Mail Invalido!"
"Ignacio Agosto Cantú",15011718,6,ignacio4706@marmol.ceele,ignacio3292,r2fbXOKzxJ2G,"+56 9 0700 6458",2758,63765,Vacaciones,602006,2025-10-01,-868000,7,"Mail Invalido!"
"Sta. José Emilio Montaño Alanis",10925999,3,sta.2845@edubus.ceele,stjoemmoal,VZTorls3s,"+56 2 4995 4834",9627,62523,"Salida con Amigos",602018,2026-10-03,720000,4,"Mail Invalido!"
"María Luisa Velasco Verduzco",1206600,7,marOAa2292@wass.ceele,maría2220,9LhacX2GhqgbM5,"+56 2 8463 5466",6421,64292,"Salida con Amigos",602035,2025-12-19,-315000,3,"Mail Invalido!"
,20.460.073,,cOorale@tourket.com,Césarleyva,myVrj49HbcA4nKV,"+56 9 0433 5543",,70882,Aniversario,602065,2025-04-10,,,"Campo vacio"
"Juan Olvera Acevedo",26000644,4,juolac@@viajesanma.com,Juanacevedo,uuO2C7zB,"+56 2 3765 1582",2206,69194,"Salida con Familia",602085,2025-01-12,996000,6,"Mail Invalido!"
"Sra. Vicente Curiel Terrazas",,1,Sra.terrazas@wass.com,srvicute,,"+56 2 4894 6031",3210,,"Salida con Familia",602090,,,3,"Campo vacio"
"Sra. Vicente Curiel Terrazas",16634315,1,Sra.terrazas@@wass.com,srvicute,GqKsp4ZGT,"+56 2 4894 6031",3210,61529,"Salida con Familia",602094,2025-02-02,57000,3,"Mail Invalido!"
"Sra. Yolanda Villa Valencia",,,sra.4630@tourket.com,sra.2115,,"+56 9 6139 2707",5983,62060,,602097,,435000,1,"Campo vacio"
,12.735.427,8,vicente8448@tourket.com,,fjicbBh20oih8sW,,,,"Salida con Amigos",602104,2025/07/30,2324000,7,"Campo vacio"
"Vicente Ulibarri Madrid",12735427,8,vicente8448@tourket.ceele,vicente9694,fjicbBh20oih8sW,"+56 2 2209 0818",7953,62373,"Salida con Amigos",602108,2025-01-14,245000,7,"Mail Invalido!"
,29148687,8,berecr@@outluc.com,,,,7893,62741,,602148,2025/07/25,558000,6,"Campo vacio"
,,0,clmoce@viajesanma.com,,f5uDMuvE7HUY9,"+56 2 7491 1334",9480,65351,,,2025/10/16,945000,7,"Campo vacio"
"Sergio Pichardo Lozada",18.634.810,9,sepilo@edubus.ceele,sepilo,fOFu0H6FR5h,"+56 2 2709 1653",7872,63523,"Cena de Trabajo",602169,2026-10-12,486000,9,"Mail Invalido!"
"José Emilio Barajas Nava",26069996,2,josOo6116@viajesanma.ceele,Josénava,BbWAZCp2DJ08S52M,"+56 2 3255 5939",1077,68201,"Salida con Amigos",602175,2025/05/05,77000,1,"Mail Invalido!"
"Sofia Covarrubias Chavarría",23.343.187,7,SofiachavarrOAa@viajesanma.com,,rIGY8ysCwMky,,910,,,,2025-09-08,26000,2,"Campo vacio"
"Dorotea Sauceda Reynoso",13116294,4,dorotea8938@outluc.ceele,dorotea3393,1t8cHkC2h4,"+56 2 6398 2431",6201,67076,"Cena de Trabajo",602214,2025-01-26,750000,6,"Mail Invalido!"
"Dorotea Sauceda Reynoso",13116294,4,dorotea8938@outluc.ceele,dorotea3393,1t8cHkC2h4,"+56 2 6398 2431",6201,67076,"Cena de Trabajo",602215,2025/01/04,636000,6,"Mail Invalido!"
"Lilia Alcala Quiñones",,1,lilia5102@viajesanma.com,lialqu,2xzwdstSGER3,"+56 9 2268 9247",,,,602253,,539000,7,"Campo vacio"
,11833310,1,,verónica4149,3ZYiLsl8v47WLui,,4296,64781,,602344,2025-02-05,469000,,"Campo vacio"
"Sr. Verónica Longoria Quiroz",7760028,0,Sr.quiroz@wass.ceele,sr.3227,W01xK8LYDPJgWViA,"+56 2 4278 7239",6522,70334,"Cena de Trabajo",602373,2025/08/22,344000,4,"Mail Invalido!"
,9294109,4,alcave@tourket.com,,cCgoFEcM8O,"+56 9 1101 3514",,,Aniversario,602398,2026-03-15,,4,"Campo vacio"
"Mónica Haro Orellana",19.332.399,5,mOInica8676@outluc.ceele,mónica6286,D7e2Z8TWPXOnd,"+56 9 9583 9092",6114,67399,"Salida con Amigos",602420,2025-01-02,1960000,10,"Mail Invalido!"
"Manuela Valladares Zúñiga",6898535,8,manuela8060@outluc.ceele,Manuelazúñiga,6FvzeUXnqo,"+56 9 2847 9600",2230,61625,"Cena de Trabajo",602432,2025-02-01,-120000,3,"Mail Invalido!"
"Lilia Alcala Quiñones",,,lilia5102@viajesanma.com,lialqu,2xzwdstSGER3,,2247,70781,Vacaciones,,2025-05-14,-62000,,"Campo vacio"
,,5,crboes@tourket.com,Cristianestévez,WyIuDFNOtF4QFg,"+56 9 8361 3493",,,"Salida con Familia",602503,,192000,3,"Campo vacio"
"José Luis Ojeda Godínez",14659715,7,JosOogodOAnez@@outluc.com,Joségodínez,sIuFPQz725j3kWG,"+56 2 9784 0871",6524,70992,"Salida con Amigos",602530,2025-07-20,-630000,6,"Mail Invalido!"
"Alfonso Saavedra Carrillo",,,,Alfonsocarrillo,,+56-9-3959-5357,3954,69039,"Cena de Trabajo",602540,,142000,1,"Campo vacio"
,20137422,,silvia2861@outluc.com,sidemo,vQTyZq2aC5FoW,"+56 2 0953 3901",,64694,"Salida con Familia",602541,,,8,"Campo vacio"
"María Soledad Garrido Cadena",13874907,0,marOAa8091@@wass.com,maría8278,oqIo4dnU3Y9Be,"+56 9 8927 5181",301,63634,"Salida con Amigos",602546,2025-01-15,346000,2,"Mail Invalido!"
"Benito Gallegos Ledesma",17718202,,,begale,,"+56 9 7830 5224",,65265,Vacaciones,,2026-03-17,1775000,5,"Campo vacio"
"Margarita Collazo Estévez",6.520.513,,,margarita9866,8Xntf93pjGU8,"+56 9 3332 1565",7114,,Aniversario,,2025-05-21,,6,"Campo vacio"
"Daniel Solorio Pulido",27978217,8,dasopu@@outluc.com,Danielpulido,,,2376,61821,,,,1068000,4,"Campo vacio"
"Daniel Solorio Pulido",27978217,8,,,8lrk0UDnIDOx5hW,,2376,,Aniversario,,2025/08/31,-716000,4,"Campo vacio"
"Sr. Caridad Mares Ledesma",19805888,,sr.9872@outluc.com,,EBs3Sb0QF2Rk,"+56 2 8921 9035",,62694,Vacaciones,602628,2026-05-12,,,"Campo vacio"
"Óscar Zepeda Valles",21672229,9,OIszeva@@marmol.com,Óscarvalles,Or03Ikv2MKSG,"+56 2 7458 9539",7993,71075,"Cena de Trabajo",602636,2025-03-30,510000,10,"Mail Invalido!"
"Óscar Zepeda Valles",21672229,9,OIszeva@marmol.ceele,Óscarvalles,Or03Ikv2MKSG,+56-2-7458-9539,7993,71075,"Cena de Trabajo",602642,2025-02-27,-470000,10,"Mail Invalido!"
"Sr. Ricardo Alemán Arce",22560312,0,sr.9660@viajesanma.ceele,Sr.arce,Xq43QrAAfgBoN2,+56-2-3457-4975,8324,61674,"Cena de Trabajo",602643,2026-09-28,576000,8,"Mail Invalido!"
"Marcos Valle Lozada",2982538,6,marcos5030@@viajesanma.com,Marcoslozada,Pq3iomzs7O1eiGqE,"+56 9 2394 9286",6065,63636,Aniversario,602658,2026/01/06,486000,3,"Mail Invalido!"
"Francisco Armas Montemayor",6950237,7,frarmo@marmol.ceele,frarmo,4gzhY8f7H,"+56 2 1992 6134",4090,61545,"Cena de Trabajo",602683,2025-01-29,1376000,8,"Mail Invalido!"
"Mateo Mayorga Preciado",14456184,8,mamapr@@wass.com,mateo4981,06HIDfNq8SJPJpVD,"+56 2 6403 2421",6834,64882,Aniversario,602685,2025-01-15,516000,3,"Mail Invalido!"
"Eva Delgadillo Rodríguez",28.408.662,7,eva9769@edubus.ceele,evdero,SpGGRC8XwihHzYe,+56-9-5704-7312,8591,71628,Vacaciones,602706,2025-01-26,2688000,8,"Mail Invalido!"
"Eva Delgadillo Rodríguez",28408662,7,eva9769@edubus.ceele,evdero,SpGGRC8XwihHzYe,"+56 9 5704 7312",8591,71628,Vacaciones,602714,2025/02/10,816000,8,"Mail Invalido!"
"Ramiro Rubio Urbina",22401513,5,Ramirourbina@@marmol.com,Ramirourbina,hK7g0uAi8,+56-2-8283-2452,464,66538,"Salida con Familia",602725,2026-04-12,1392000,8,"Mail Invalido!"
"José Emilio Mayorga Hidalgo",18870446,,JosOohidalgo@outluc.com,,vftf4wWxHtcA5SXu,,,65587,"Cena de Trabajo",602758,,-224000,4,"Campo vacio"
"Patricia Paredes Reyna",,1,,Patriciareyna,7KqZHJ90aZzw,"+56 9 4875 2507",,67615,"Salida con Familia",,,2763000,9,"Campo vacio"
"Rafael Aguilera Casanova",,9,rafael2069@marmol.com,Rafaelcasanova,nKrmY4Ej,,7747,,Vacaciones,602793,,1896000,,"Campo vacio"
"Rafael Aguilera Casanova",1.277.570,9,rafael2069@marmol.ceele,Rafaelcasanova,nKrmY4Ej,+56-2-9417-3828,7747,61496,Vacaciones,602794,2025-02-16,-2336000,8,"Mail Invalido!"
"María Eugenia Hernández Henríquez",26359314,6,maeuhehe@wass.ceele,Maríahenríquez,C6Y0RVyovxomH,"+56 9 5660 8400",3870,66663,Aniversario,602810,2025-09-04,651000,7,"Mail Invalido!"
"Ernesto Vela Lovato",8.759.429,7,ervelo@@edubus.cal,ernesto9235,518CdSUG,"+56 9 5891 3917",2897,70212,"Salida con Amigos",602812,2025-08-30,704000,8,"Mail Invalido!"
"Teresa Polanco Prado",,1,tepopr@viajesanma.com,Teresaprado,fvr6vqn4D5VE,,7857,,"Cena de Trabajo",602817,,212000,,"Campo vacio"
"Jaime Bernal Regalado",5330166,5,jaime1015@marmol.ceele,jabere,sHOW3zPB1a,+56-2-2990-5738,1856,65919,Vacaciones,602837,2025-04-13,1544000,8,"Mail Invalido!"
,15450030,8,marOAa5974@viajesanma.ceele,Maríaroque,,"+56 2 8205 2297",,68380,,602845,,124000,2,"Campo vacio"
"Sr. Rocio Lomeli Tejeda",10.542.009,9,sr.4619@outluc.ceele,sr.7362,D4SyapnCxoOS9,+56-2-8715-3348,3365,68006,"Salida con Familia",602863,2025/01/01,2030000,7,"Mail Invalido!"
"Sr. Rocio Lomeli Tejeda",10542009,,sr.4619@outluc.com,sr.7362,,"+56 2 8715 3348",3365,68006,,602864,2025-01-21,,,"Campo vacio"
"Antonio Matías Baeza",26372432,1,Antoniobaeza@marmol.ceele,antonio6568,qDDwhYPujz7b,"+56 2 0517 2384",9999,64113,Aniversario,602866,2025-08-01,1773000,9,"Mail Invalido!"
"Jorge Luis Raya Vela",29133408,3,,jorge8572,,,,65022,"Salida con Amigos",,2025-02-02,966000,7,"Campo vacio"
"Jorge Luis Raya Vela",29133408,3,jorge8110@viajesanma.ceele,jorge8572,1j0ITKx0cb,"+56 2 1680 1005",6927,65022,"Salida con Amigos",602879,2025-04-11,364000,7,"Mail Invalido!"
"Esteban Macías Ordóñez",9842046,0,,Estebanordóñez,,,8135,70462,Aniversario,602921,,,8,"Campo vacio"
"Sta. Arturo Armendáriz Roldán",12035272,5,sta.2557@tourket.ceele,stararro,B16Okxipa1lkFK,"+56 9 9564 4374",6877,64751,"Salida con Amigos",602927,2025-03-04,-665000,5,"Mail Invalido!"
"Sta. Arturo Armendáriz Roldán",12035272,5,sta.2557@@tourket.com,stararro,B16Okxipa1lkFK,"+56 9 9564 4374",6877,64751,"Salida con Amigos",602931,2025-02-23,65000,5,"Mail Invalido!"
,,5,Armandoalaniz@tourket.com,,1DVfCLyb3yY2hspC,,7360,67977,Vacaciones,602936,,-216000,6,"Campo vacio"
"Carolina Murillo Vélez",24776814,9,camuvOo@outluc.ceele,carolina2781,UUFH1wyyYi1xPdYL,"+56 2 2236 2061",2320,62209,"Cena de Trabajo",602951,2025-04-07,596000,4,"Mail Invalido!"
"Sta. Susana Gallardo Rodríquez",29.457.294,5,sta.1689@@viajesanma.com,sta.7307,aU3sEEja1,+56-9-4988-5524,8894,62450,Aniversario,602952,2025/05/16,1588000,4,"Mail Invalido!"
"Jacobo Lucio Treviño",16107423,3,jacobo7012@edubus.ceele,jacobo9649,dH5VjksT9,"+56 2 6367 2113",2104,71426,"Salida con Familia",602969,2026-01-14,210000,2,"Mail Invalido!"
"Verónica Varela Verduzco",304048,8,vevave@edubus.ceele,Verónicaverduzco,tB2E111nei,+56-9-5300-0797,1875,68209,"Salida con Amigos",603011,2025/01/16,1248000,8,"Mail Invalido!"
"Sta. Tomás Valdivia Espinoza",12.662.368,2,Sta.espinoza@@wass.com,sta.8938,Gml8mT05dpeZX7,"+56 2 0192 7019",2360,69008,"Salida con Familia",603014,2025/07/12,364000,4,"Mail Invalido!"
"Sr. Blanca Aranda Córdova",20717282,,srblarcOI@edubus.cal,,,,,65532,"Cena de Trabajo",603015,2025-03-30,930000,6,"Campo vacio"
"Sta. Anita Ríos Alba",,,Sta.alba@viajesanma.com,sta.1535,,+56-9-1902-1669,7581,,Vacaciones,,2025-11-02,1176000,6,"Campo vacio"
"Sr. Jerónimo Montes Reyes",1877657,0,srjemore@edubus.ceele,sr.3859,iAtRZy15,"+56 2 4778 9783",7025,63626,"Cena de Trabajo",603027,2025-08-30,1296000,8,"Mail Invalido!"
"Sr. Jerónimo Montes Reyes",1.877.657,0,srjemore@@edubus.cal,sr.3859,iAtRZy15,"+56 2 4778 9783",7025,63626,"Cena de Trabajo",603030,2025/04/10,872000,8,"Mail Invalido!"
"Sr. Jerónimo Montes Reyes",1877657,0,srjemore@edubus.ceele,sr.3859,iAtRZy15,"+56 2 4778 9783",7025,63626,"Cena de Trabajo",603031,2025-02-04,2888000,8,"Mail Invalido!"
"Alejandro Roque Flores",3883925,0,Alejandroflores@outluc.ceele,alrofl,Dgh8H0zpQQSVue,"+56 9 6901 3916",102,65636,"Salida con Familia",603050,2025-08-13,1352000,8,"Mail Invalido!"
"Hugo Sepúlveda Villegas",27285510,2,Hugovillegas@tourket.ceele,husevi,1ZofaovF,"+56 9 3852 5575",1030,67698,"Cena de Trabajo",603065,2025-02-02,182000,7,"Mail Invalido!"
"Cecilia Anaya Urías",16968658,0,ceanur@edubus.ceele,cecilia4493,Gj4wFz0fNZJfrx,"+56 9 6809 8310",4257,66010,Vacaciones,603090,2025-03-03,810000,9,"Mail Invalido!"
,,,Sra.caraballo@wass.com,sra.9651,O5ufTZHN,"+56 9 1164 1291",,69355,Aniversario,603097,2025-05-16,1170000,,"Campo vacio"
